employee_id,age,gender,department,job_role,education,years_experience,monthly_salary,training_hours,attendance_percent,projects_completed,overtime_hours,satisfaction_score,work_life_balance,manager_rating,last_promotion_years,remote_days_per_month,skill_score,performance_score,performance_label,attrition_risk
EMP0945,57,Female,Sales,Account Manager,Diploma,30,127139,37.0,91.7,10,6,7.0,5,3.5,4,0,98,98.0,High Performer,5.0
EMP0946,36,Female,Sales,Account Manager,Graduate,10,80093,30.0,92.5,7,13,5.0,5,3.2,3,8,83,76.6,High Performer,6.2
EMP0947,30,Male,Sales,Sales Executive,Graduate,4,65191,35.0,83.2,4,27,4.0,6,2.7,1,5,58,54.2,Needs Improvement,12.4
EMP0948,39,Male,Support,Support Lead,Graduate,14,90609,44.0,100.0,10,22,10.0,6,3.3,3,2,77,83.4,High Performer,5.1
EMP0949,33,Female,Engineering,Team Lead,Graduate,11,104280,36.0,80.3,6,23,7.0,6,3.7,0,5,91,84.6,High Performer,7.2
EMP0950,45,Female,HR,Recruiter,Postgraduate,20,114935,30.0,89.7,6,16,7.0,6,2.7,3,3,68,83.1,High Performer,9.9
EMP0951,56,Female,Support,Service Associate,Graduate,31,122457,49.0,77.8,9,21,5.0,6,3.9,5,0,70,77.3,High Performer,5.0
EMP0952,43,Male,Support,Customer Support,MBA,16,90376,22.0,93.8,13,6,10.0,7,3.5,3,7,98,98.0,High Performer,5.0
EMP0953,46,Male,Support,Support Lead,MBA,21,72449,36.0,91.6,8,12,7.0,6,3.7,2,14,77,91.0,High Performer,5.0
EMP0954,30,Female,Operations,Operations Associate,Graduate,9,73471,54.0,85.4,8,5,8.0,5,2.8,1,3,78,89.5,High Performer,5.0
EMP0955,29,Female,Operations,Process Analyst,Postgraduate,6,78259,55.0,89.1,4,19,4.0,6,3.1,1,4,82,72.4,Average Performer,9.3
EMP0956,49,Male,Engineering,QA Engineer,Postgraduate,23,105148,10.0,89.0,10,9,9.0,7,3.3,5,12,87,93.6,High Performer,5.0
EMP0957,49,Female,Sales,Business Associate,Graduate,28,108195,18.0,87.0,10,9,6.0,5,2.5,2,5,81,87.8,High Performer,5.0
EMP0958,27,Female,Marketing,Marketing Manager,Postgraduate,5,82125,22.0,91.7,9,29,7.0,8,2.7,2,4,75,76.4,High Performer,9.7
EMP0959,57,Female,Engineering,QA Engineer,Graduate,31,148375,37.0,84.1,11,3,6.0,5,1.2,2,2,84,93.9,High Performer,5.8
EMP0960,52,Female,Sales,Sales Executive,Postgraduate,28,137451,37.0,94.3,4,32,,7,2.5,5,3,91,74.0,Average Performer,14.0
EMP0961,40,Female,Engineering,QA Engineer,Graduate,15,126146,28.0,96.8,5,11,,7,,4,7,84,80.2,High Performer,5.4
EMP0962,45,Male,Finance,Finance Manager,Graduate,18,132534,42.0,90.6,9,7,6.0,4,4.5,3,2,82,98.0,High Performer,5.3
EMP0963,53,Female,Engineering,Team Lead,Postgraduate,26,147467,45.0,96.7,14,25,10.0,9,4.5,2,0,98,98.0,High Performer,9.5
EMP0964,38,Male,Support,Customer Support,Postgraduate,11,76319,39.0,96.4,4,19,9.0,10,4.0,2,0,96,89.8,High Performer,5.6
EMP0965,34,Male,Sales,Account Manager,Postgraduate,10,91245,10.0,93.8,3,26,7.0,6,4.2,3,11,74,68.5,Average Performer,7.8
EMP0966,53,Male,Sales,Business Associate,Graduate,31,128934,9.0,91.2,11,13,4.0,7,3.7,1,0,83,90.2,High Performer,6.6
EMP0967,40,Male,Operations,Process Analyst,Graduate,13,108575,18.0,96.9,11,12,6.0,8,3.4,0,5,81,88.5,High Performer,5.0
EMP0968,36,Male,Operations,Operations Manager,MBA,15,112351,31.0,96.5,4,12,7.0,6,2.7,0,12,79,83.6,High Performer,6.3
EMP0969,27,Male,Engineering,Software Engineer,MBA,6,112820,16.0,80.4,9,6,10.0,9,4.6,4,2,51,97.8,High Performer,5.0
EMP0970,50,Female,Operations,Process Analyst,Graduate,26,130583,31.0,98.6,13,15,5.0,9,2.1,3,8,73,90.3,High Performer,5.9
EMP0971,28,Female,Support,Service Associate,Postgraduate,1,55928,34.0,86.8,7,13,8.0,7,3.8,3,4,64,77.7,High Performer,5.0
EMP0972,25,Female,HR,Recruiter,Diploma,0,69318,27.0,83.7,10,20,8.0,7,3.4,2,9,81,77.0,High Performer,10.4
EMP0973,47,Female,Engineering,Software Engineer,Graduate,20,122215,42.0,89.8,11,14,7.0,5,4.5,0,7,77,98.0,High Performer,5.0
EMP0974,50,Female,Marketing,Marketing Manager,Postgraduate,29,161135,37.0,90.1,9,19,5.0,7,3.5,3,7,90,88.5,High Performer,10.2
EMP0975,44,Female,Finance,Financial Analyst,Diploma,17,129309,25.0,92.7,7,18,6.0,5,3.3,5,7,62,80.8,High Performer,5.0
EMP0976,51,Male,Operations,Operations Manager,MBA,24,110056,41.0,97.6,7,7,6.0,7,2.5,3,0,97,93.7,High Performer,7.2
EMP0977,23,Female,Finance,Finance Manager,Diploma,2,89233,22.0,100.0,9,12,10.0,5,3.6,0,13,49,78.3,High Performer,5.0
EMP0978,24,Female,Operations,Process Analyst,Graduate,0,58615,39.0,99.9,5,7,7.0,8,3.6,4,5,69,80.6,High Performer,5.0
EMP0979,33,Female,Finance,Finance Manager,Graduate,10,104290,42.0,81.0,1,25,7.0,6,4.0,6,11,85,64.9,Average Performer,6.9
EMP0980,34,Female,Sales,Sales Executive,Postgraduate,12,100105,32.0,86.6,5,12,5.0,9,2.6,2,0,78,71.0,Average Performer,5.0
EMP0981,44,Female,Engineering,Team Lead,Graduate,17,119566,40.0,87.2,6,13,10.0,6,3.8,1,0,68,98.0,High Performer,5.0
EMP0982,51,Male,Engineering,QA Engineer,Postgraduate,30,154764,36.0,89.9,9,22,6.0,7,3.6,2,2,80,98.0,High Performer,9.8
EMP0983,56,Female,HR,HR Manager,Postgraduate,35,147146,29.0,81.2,13,24,5.0,5,4.4,1,13,87,89.9,High Performer,8.6
EMP0984,52,Male,Sales,Sales Executive,Postgraduate,26,106354,44.0,96.5,10,9,6.0,6,4.5,4,5,72,98.0,High Performer,5.0
EMP0985,47,Male,Operations,Operations Associate,Postgraduate,22,99201,37.0,85.4,7,7,5.0,5,3.7,2,6,98,88.1,High Performer,5.0
EMP0986,48,Female,Engineering,Software Engineer,MBA,21,129930,26.0,87.0,9,0,9.0,10,,4,10,64,98.0,High Performer,5.0
EMP0987,41,Male,Finance,Financial Analyst,Graduate,15,101351,47.0,93.8,9,16,5.0,2,4.3,2,10,81,91.6,High Performer,7.8
EMP0988,42,Female,Engineering,Team Lead,Diploma,18,127094,41.0,88.4,6,10,3.0,5,2.5,0,6,85,75.9,High Performer,5.0
EMP0989,23,Male,HR,Recruiter,Graduate,3,73915,27.0,92.3,8,16,,3,3.2,4,8,91,87.8,High Performer,5.9
EMP0990,24,Male,Support,Service Associate,MBA,0,42881,22.0,92.4,10,22,,8,3.7,2,5,65,72.3,Average Performer,7.8
EMP0991,37,Male,Sales,Sales Executive,Graduate,10,73415,49.0,96.2,2,26,6.0,7,4.3,5,10,76,64.5,Average Performer,5.0
EMP0992,28,Male,Engineering,Team Lead,Postgraduate,6,83312,26.0,96.4,7,11,10.0,4,3.9,1,5,73,95.1,High Performer,5.0
EMP0993,54,Female,HR,HR Executive,Graduate,29,135722,33.0,88.8,13,23,9.0,7,4.4,2,5,98,98.0,High Performer,6.2
EMP0994,56,Female,Operations,Process Analyst,Postgraduate,33,151620,24.0,83.7,9,8,6.0,8,2.8,7,2,70,93.3,High Performer,6.8
EMP0995,47,Male,Engineering,Team Lead,Graduate,22,100216,23.0,100.0,13,11,5.0,7,3.8,4,0,98,98.0,High Performer,5.0
EMP0996,25,Male,Engineering,Data Analyst,Graduate,0,80500,32.0,92.4,7,17,7.0,9,2.4,1,6,59,67.6,Average Performer,8.4
EMP0997,30,Male,Support,Support Lead,Postgraduate,10,81672,39.0,89.2,4,10,5.0,6,4.0,3,9,69,80.7,High Performer,5.9
EMP0998,30,Female,Sales,Sales Executive,Graduate,6,69719,42.0,90.5,6,6,3.0,9,3.4,2,3,86,79.4,High Performer,5.0
EMP0999,27,Male,Sales,Business Associate,Postgraduate,1,48649,43.0,88.7,7,16,7.0,3,2.9,4,0,73,65.9,Average Performer,5.7
EMP1000,44,Male,HR,HR Manager,MBA,21,132366,67.0,92.9,5,17,9.0,6,4.2,1,7,50,85.3,High Performer,5.1
EMP1001,46,Female,HR,Recruiter,Postgraduate,26,123731,42.0,87.9,13,5,10.0,8,3.3,2,6,90,98.0,High Performer,5.0
EMP1002,50,Female,Finance,Financial Analyst,Postgraduate,27,120488,14.0,91.3,13,16,3.0,3,3.6,0,6,86,81.7,High Performer,10.6
EMP1003,29,Male,Sales,Sales Executive,MBA,9,80928,42.0,86.1,11,7,7.0,6,3.2,6,4,69,83.4,High Performer,5.0
EMP1004,30,Male,Sales,Account Manager,MBA,7,91823,34.0,90.4,6,9,,4,3.0,4,4,68,70.0,Average Performer,6.9
EMP1005,56,Female,HR,Recruiter,MBA,32,138815,36.0,90.3,12,13,10.0,6,2.3,4,7,87,98.0,High Performer,5.0
EMP1006,24,Male,Sales,Sales Executive,Diploma,3,50263,21.0,94.1,6,18,6.0,6,3.0,0,11,88,65.8,Average Performer,5.0
EMP1007,36,Female,Marketing,Content Strategist,Postgraduate,12,93624,62.0,86.8,11,27,7.0,3,3.5,2,6,62,84.4,High Performer,10.6
EMP1008,32,Male,Engineering,Team Lead,Diploma,7,113572,34.0,92.7,6,9,,6,3.8,3,7,78,83.6,High Performer,5.0
EMP1009,53,Male,Sales,Business Associate,MBA,27,143750,50.0,82.1,7,11,7.0,6,3.1,2,7,68,98.0,High Performer,5.0
EMP1010,45,Female,Engineering,Team Lead,Graduate,20,135281,31.0,99.3,5,22,7.0,5,4.9,6,0,82,90.4,High Performer,8.5
EMP1011,26,Male,Engineering,QA Engineer,MBA,5,83283,27.0,97.5,4,10,6.0,7,3.4,0,10,66,84.3,High Performer,5.0
EMP1012,22,Male,Finance,Finance Manager,Postgraduate,1,75322,47.0,100.0,5,21,6.0,7,3.5,0,5,80,70.5,Average Performer,9.1
EMP1013,54,Male,Sales,Business Associate,Graduate,31,151690,36.0,80.1,9,0,8.0,8,4.2,3,9,67,98.0,High Performer,5.0
EMP1014,29,Female,Sales,Sales Executive,Postgraduate,4,69820,22.0,91.1,9,17,4.0,6,2.2,4,3,55,64.8,Average Performer,8.1
EMP1015,43,Male,Support,Support Lead,Postgraduate,17,89067,49.0,91.7,9,1,7.0,6,2.8,2,7,78,86.0,High Performer,5.0
EMP1016,24,Male,Operations,Operations Manager,Graduate,1,57092,34.0,95.8,6,26,9.0,9,4.5,5,1,76,83.6,High Performer,10.7
EMP1017,31,Male,Engineering,QA Engineer,Graduate,11,93268,12.0,90.9,13,13,7.0,7,3.4,3,7,64,85.7,High Performer,6.2
EMP1018,46,Female,Sales,Sales Executive,Graduate,19,118502,26.0,86.2,8,2,7.0,8,3.0,3,3,67,97.6,High Performer,5.0
EMP1019,27,Male,Marketing,Marketing Manager,Graduate,2,60674,27.0,99.7,8,21,5.0,8,4.1,3,3,70,80.0,High Performer,5.4
EMP1020,22,Male,Operations,Operations Associate,Postgraduate,0,71502,39.0,90.4,6,19,3.0,8,2.9,2,7,67,60.6,Average Performer,8.1
EMP1021,35,Male,Engineering,QA Engineer,Postgraduate,15,104036,60.0,83.5,8,11,6.0,6,3.0,5,1,88,92.0,High Performer,5.0
EMP1022,47,Male,Engineering,QA Engineer,Graduate,27,150365,41.0,91.5,9,12,6.0,3,3.5,3,6,98,91.7,High Performer,5.0
EMP1023,54,Female,Engineering,QA Engineer,MBA,34,134567,32.0,85.1,9,1,7.0,9,3.7,0,7,86,98.0,High Performer,5.0
EMP1024,53,Male,HR,Recruiter,Postgraduate,33,132511,32.0,86.9,9,19,7.0,7,4.1,1,1,81,89.8,High Performer,5.0
EMP1025,33,Male,Finance,Finance Manager,Postgraduate,12,117386,21.0,84.2,10,14,5.0,7,3.2,1,2,79,79.0,High Performer,8.7
EMP1026,30,Female,Sales,Account Manager,Postgraduate,8,83738,15.0,85.1,4,14,6.0,9,2.4,0,6,79,52.5,Needs Improvement,5.0
EMP1027,34,Female,Support,Customer Support,Diploma,11,67457,41.0,99.2,10,13,5.0,6,4.5,2,0,70,83.6,High Performer,5.0
EMP1028,28,Female,Sales,Account Manager,Postgraduate,6,85766,45.0,93.1,4,4,7.0,6,,5,4,48,74.4,Average Performer,5.0
EMP1029,32,Male,Finance,Accountant,Graduate,12,118540,10.0,89.7,10,24,8.0,7,2.8,5,1,61,75.4,High Performer,6.7
EMP1030,50,Female,Sales,Sales Executive,Postgraduate,25,130695,39.0,86.3,11,6,8.0,6,3.8,0,0,64,98.0,High Performer,5.0
EMP1031,43,Other,Engineering,Data Analyst,Graduate,19,129514,38.0,97.8,7,23,8.0,8,3.4,2,2,69,81.0,High Performer,7.9
EMP1032,26,Male,Engineering,Software Engineer,Graduate,6,76922,31.0,85.3,4,29,4.0,10,3.7,4,9,79,69.3,Average Performer,8.2
EMP1033,37,Female,Support,Service Associate,Graduate,11,75418,57.0,100.0,15,31,10.0,7,3.7,3,6,76,98.0,High Performer,7.7
EMP1034,27,Male,Engineering,QA Engineer,Graduate,0,73286,29.0,96.7,5,24,7.0,6,3.6,0,7,78,76.8,High Performer,5.1
EMP1035,54,Other,Engineering,Team Lead,Graduate,34,142564,25.0,85.5,13,23,5.0,8,4.0,0,5,92,95.4,High Performer,5.0
EMP1036,51,Female,Support,Customer Support,Postgraduate,24,103454,31.0,91.7,9,19,4.0,7,3.0,2,12,65,72.0,Average Performer,5.0
EMP1037,52,Female,Operations,Operations Associate,Postgraduate,30,138966,43.0,94.3,3,13,5.0,5,4.5,2,13,69,78.6,High Performer,6.9
EMP1038,51,Female,Engineering,QA Engineer,MBA,29,143849,36.0,93.8,14,12,6.0,5,4.5,4,0,62,98.0,High Performer,5.3
EMP1039,33,Male,Operations,Operations Associate,Diploma,7,78430,47.0,80.1,6,15,8.0,3,,3,7,86,83.2,High Performer,5.0
EMP1040,22,Female,Finance,Accountant,Graduate,0,69456,38.0,95.8,7,25,10.0,7,3.2,3,7,75,87.5,High Performer,5.0
EMP1041,48,Male,Marketing,Marketing Manager,MBA,21,117575,42.0,93.8,10,19,8.0,8,2.8,4,13,80,98.0,High Performer,5.0
EMP1042,40,Female,Operations,Process Analyst,Postgraduate,17,101309,48.0,99.9,8,15,8.0,5,3.6,6,3,88,95.3,High Performer,5.0
EMP1043,25,Female,Marketing,Marketing Manager,Graduate,1,64027,21.0,100.0,6,22,5.0,7,2.7,3,3,58,58.0,Average Performer,5.0
EMP1044,31,Female,Engineering,Team Lead,Graduate,11,109074,23.0,94.3,7,11,6.0,10,3.0,3,9,63,69.1,Average Performer,5.0
EMP1045,36,Female,Marketing,Content Strategist,Postgraduate,11,91434,15.0,91.9,8,21,4.0,6,2.6,2,11,70,57.0,Average Performer,6.6
EMP1046,53,Male,Operations,Operations Manager,Postgraduate,32,143747,34.0,86.8,11,5,8.0,5,3.2,2,8,93,91.8,High Performer,5.0
EMP1047,54,Male,Sales,Account Manager,Graduate,32,150640,24.0,85.1,10,0,6.0,9,2.4,2,3,98,95.3,High Performer,5.0
EMP1048,22,Male,Sales,Sales Executive,Graduate,0,73864,37.0,95.1,5,16,6.0,9,3.6,3,4,61,70.4,Average Performer,7.5
EMP1049,22,Female,Marketing,Marketing Manager,Diploma,2,58903,17.0,90.2,4,9,4.0,6,2.7,4,7,71,59.9,Average Performer,5.0
EMP1050,34,Male,HR,Recruiter,Postgraduate,10,86895,49.0,86.6,5,23,,6,4.8,4,5,65,83.8,High Performer,8.0
EMP1051,27,Male,Finance,Accountant,Graduate,6,90416,40.0,85.6,11,2,7.0,4,3.4,1,6,75,86.7,High Performer,5.0
EMP1052,30,Female,Engineering,Software Engineer,Graduate,5,88430,35.0,96.1,4,9,5.0,6,4.4,0,1,54,82.0,High Performer,5.0
EMP1053,25,Female,Engineering,Team Lead,Postgraduate,5,86205,15.0,88.0,7,5,8.0,8,3.1,4,5,84,95.0,High Performer,5.0
EMP1054,30,Male,HR,Recruiter,Postgraduate,9,73463,32.0,87.9,6,21,3.0,5,4.0,3,1,80,72.5,Average Performer,8.2
EMP1055,52,Male,Support,Service Associate,Diploma,32,143081,35.0,79.5,11,5,4.0,3,4.3,1,7,94,95.7,High Performer,5.0
EMP1056,31,Male,Operations,Process Analyst,MBA,11,86240,32.0,92.6,10,17,5.0,3,3.0,0,3,77,75.2,High Performer,10.2
EMP1057,28,Female,Finance,Finance Manager,Postgraduate,3,64605,28.0,89.9,4,4,7.0,5,2.4,0,5,57,70.3,Average Performer,5.0
EMP1058,56,Female,HR,Recruiter,Graduate,33,148367,44.0,92.1,13,29,6.0,9,3.3,4,8,64,82.5,High Performer,7.2
EMP1059,50,Male,Sales,Business Associate,Graduate,28,149815,36.0,89.8,9,18,8.0,7,3.8,2,0,95,91.4,High Performer,7.0
EMP1060,29,Male,Engineering,QA Engineer,Postgraduate,9,109012,59.0,89.5,4,21,5.0,3,,1,7,63,74.6,Average Performer,8.0
EMP1061,54,Male,Engineering,Software Engineer,Postgraduate,31,161573,25.0,85.3,10,10,9.0,6,2.6,1,9,84,98.0,High Performer,5.3
EMP1062,45,Male,Sales,Business Associate,MBA,18,104005,15.0,96.1,9,17,7.0,4,3.7,4,10,87,88.7,High Performer,5.0
EMP1063,35,Male,Operations,Operations Associate,Postgraduate,14,94448,36.0,95.4,3,0,7.0,2,3.6,4,10,68,82.9,High Performer,5.0
EMP1064,42,Male,Marketing,Marketing Manager,Postgraduate,21,119196,32.0,94.7,8,16,5.0,5,3.6,1,9,87,80.8,High Performer,6.7
EMP1065,39,Male,Engineering,QA Engineer,Postgraduate,19,124293,44.0,84.1,7,28,3.0,6,2.7,2,4,86,70.1,Average Performer,7.7
EMP1066,25,Male,Engineering,Team Lead,MBA,5,95933,21.0,89.4,7,9,7.0,2,3.9,2,5,88,76.4,High Performer,5.0
EMP1067,22,Female,Marketing,SEO Analyst,Diploma,0,58669,30.0,87.7,3,15,,7,3.9,5,5,58,53.8,Needs Improvement,10.6
EMP1068,22,Male,Sales,Account Manager,Graduate,1,48284,24.0,89.2,3,13,8.0,4,3.7,5,7,67,66.8,Average Performer,6.2
EMP1069,45,Male,Support,Support Lead,Graduate,21,105238,27.0,87.0,6,17,6.0,5,3.0,3,1,68,77.4,High Performer,5.8
EMP1070,23,Male,Marketing,SEO Analyst,Graduate,0,81647,49.0,96.9,4,5,8.0,9,4.3,3,8,76,88.1,High Performer,5.0
EMP1071,39,Other,Finance,Finance Manager,Diploma,14,106714,33.0,94.6,11,25,9.0,5,2.5,4,11,95,92.0,High Performer,5.0
EMP1072,32,Male,Finance,Finance Manager,Graduate,10,105915,26.0,83.8,8,6,9.0,3,3.9,3,5,62,77.2,High Performer,5.0
EMP1073,26,Male,Engineering,QA Engineer,Postgraduate,3,88262,7.0,100.0,6,0,5.0,5,3.0,2,3,60,67.8,Average Performer,5.0
EMP1074,36,Male,Support,Service Associate,Graduate,16,90852,36.0,88.7,9,16,,8,3.4,6,7,98,86.7,High Performer,7.0
EMP1075,47,Male,Marketing,SEO Analyst,Graduate,23,132496,34.0,95.0,7,22,7.0,8,4.2,2,5,98,89.3,High Performer,8.7
EMP1076,56,Male,Operations,Operations Manager,Postgraduate,35,155913,,96.9,12,7,8.0,7,3.1,3,6,81,98.0,High Performer,5.5
EMP1077,27,Male,Marketing,Marketing Manager,Graduate,1,79936,43.0,76.4,6,12,8.0,6,3.3,4,2,61,75.4,High Performer,6.9
EMP1078,29,Male,Support,Support Lead,Graduate,6,44105,58.0,100.0,8,21,6.0,6,3.1,2,8,76,87.2,High Performer,7.5
EMP1079,57,Male,Sales,Sales Executive,Postgraduate,35,152760,39.0,81.3,9,0,8.0,8,2.6,4,9,81,92.4,High Performer,5.0
EMP1080,57,Male,Engineering,Data Analyst,MBA,32,156774,18.0,93.1,8,6,7.0,9,5.0,1,3,93,98.0,High Performer,5.0
EMP1081,41,Female,Engineering,Software Engineer,Graduate,14,110705,46.0,92.1,10,14,5.0,6,4.0,4,5,65,88.0,High Performer,6.7
EMP1082,41,Female,Engineering,QA Engineer,Diploma,14,105110,,97.5,4,32,5.0,8,3.4,3,4,86,66.3,Average Performer,9.6
EMP1083,49,Male,HR,HR Manager,Graduate,29,123876,58.0,92.4,10,15,10.0,3,3.7,2,5,87,98.0,High Performer,5.0
EMP1084,40,Male,Support,Customer Support,Diploma,15,80995,56.0,98.0,10,21,7.0,8,4.6,4,3,76,94.6,High Performer,8.7
EMP1085,27,Female,Finance,Finance Manager,Graduate,2,59074,22.0,97.5,9,13,7.0,6,2.7,6,11,73,71.9,Average Performer,5.0
EMP1086,42,Male,Operations,Process Analyst,MBA,21,95047,59.0,91.4,10,10,4.0,6,3.3,4,9,89,95.3,High Performer,8.6
EMP1087,47,Female,Engineering,Team Lead,Diploma,23,122087,36.0,85.3,10,22,9.0,9,2.3,0,17,93,93.4,High Performer,6.6
EMP1088,32,Male,Marketing,SEO Analyst,Diploma,8,76409,26.0,100.0,6,16,7.0,7,3.2,5,7,57,72.2,Average Performer,5.4
EMP1089,38,Female,Marketing,Marketing Manager,Graduate,13,98527,8.0,94.7,9,5,7.0,7,4.3,3,7,87,90.4,High Performer,5.0
EMP1090,30,Female,Finance,Financial Analyst,MBA,4,80212,45.0,85.3,6,14,7.0,5,3.9,0,3,51,79.9,High Performer,5.8
EMP1091,39,Male,Support,Customer Support,MBA,16,88965,49.0,100.0,7,21,7.0,7,3.7,2,0,96,84.2,High Performer,6.4
EMP1092,53,Female,Engineering,Software Engineer,Postgraduate,31,143901,35.0,89.8,12,1,5.0,8,3.1,1,3,85,98.0,High Performer,5.0
EMP1093,32,Male,Marketing,SEO Analyst,MBA,12,107034,52.0,77.2,9,28,5.0,9,3.4,3,3,87,78.3,High Performer,13.0
EMP1094,31,Male,Marketing,SEO Analyst,Graduate,7,88986,22.0,80.8,3,5,9.0,7,3.1,2,4,81,75.2,High Performer,5.0
EMP1095,56,Male,Sales,Account Manager,Graduate,31,149734,34.0,92.5,7,21,10.0,4,3.7,1,16,98,98.0,High Performer,5.0
EMP1096,56,Female,Sales,Business Associate,MBA,33,144605,35.0,92.3,9,22,5.0,7,3.6,4,10,82,83.9,High Performer,5.0
EMP1097,46,Male,Marketing,SEO Analyst,MBA,23,140781,44.0,82.4,8,17,5.0,5,3.3,4,10,72,82.4,High Performer,6.6
EMP1098,41,Female,Finance,Financial Analyst,Postgraduate,17,131129,29.0,86.1,11,24,4.0,6,3.5,1,7,69,71.7,Average Performer,8.6
EMP1099,25,Female,HR,HR Executive,Diploma,3,56616,59.0,100.0,5,35,8.0,5,1.7,4,6,74,63.6,Average Performer,8.3
EMP1100,54,Female,HR,Recruiter,Graduate,33,122267,35.0,83.3,13,7,6.0,10,3.3,2,8,66,98.0,High Performer,5.3
EMP1101,39,Other,Finance,Financial Analyst,Diploma,13,115130,38.0,82.8,11,11,10.0,7,3.9,2,11,83,98.0,High Performer,5.0
EMP1102,28,Male,Support,Service Associate,Graduate,5,64158,11.0,94.9,3,14,6.0,4,3.8,6,4,80,77.0,High Performer,7.4
EMP1103,49,Male,Engineering,Data Analyst,Postgraduate,27,109261,23.0,89.6,7,0,5.0,6,3.1,1,6,88,90.0,High Performer,5.0
EMP1104,27,Male,Support,Support Lead,Postgraduate,3,54944,47.0,85.1,7,14,10.0,7,3.0,4,9,65,75.2,High Performer,5.1
EMP1105,33,Male,Engineering,Team Lead,Graduate,10,95774,49.0,97.2,9,16,,6,2.7,1,3,90,97.1,High Performer,5.0
EMP1106,52,Male,Engineering,Team Lead,Postgraduate,29,164368,33.0,91.3,10,4,7.0,8,4.5,0,0,86,98.0,High Performer,5.0
EMP1107,47,Male,Marketing,Marketing Manager,Graduate,26,103646,32.0,77.0,13,27,7.0,4,3.8,6,7,97,86.9,High Performer,7.2
EMP1108,36,Male,Sales,Account Manager,Postgraduate,15,109901,28.0,80.7,11,3,7.0,7,3.6,1,5,65,94.0,High Performer,5.0
EMP1109,50,Female,Sales,Account Manager,Graduate,25,123515,30.0,96.6,11,14,7.0,7,5.0,3,3,85,88.6,High Performer,5.0
EMP1110,34,Male,Marketing,SEO Analyst,MBA,10,103239,51.0,92.7,6,0,8.0,7,3.6,1,9,70,92.8,High Performer,5.0
EMP1111,32,Female,Engineering,Team Lead,Graduate,9,108122,22.0,95.3,7,0,9.0,7,3.8,4,11,75,98.0,High Performer,5.0
EMP1112,25,Male,Engineering,Data Analyst,Graduate,0,81999,21.0,96.6,5,0,8.0,5,4.7,5,5,73,98.0,High Performer,5.0
EMP1113,56,Male,Sales,Account Manager,Graduate,29,114403,30.0,90.2,11,1,8.0,5,3.9,4,4,73,98.0,High Performer,5.0
EMP1114,48,Male,Sales,Business Associate,Postgraduate,22,117999,26.0,84.0,9,20,9.0,6,4.3,2,2,65,87.1,High Performer,5.0
EMP1115,52,Male,Sales,Account Manager,Postgraduate,31,137854,,89.1,16,21,9.0,9,3.5,2,5,74,98.0,High Performer,6.2
EMP1116,41,Male,Support,Service Associate,Postgraduate,15,72895,29.0,99.0,7,0,6.0,4,2.5,6,4,79,81.8,High Performer,5.0
EMP1117,32,Female,Engineering,QA Engineer,Postgraduate,10,85371,45.0,92.9,5,15,8.0,6,3.8,1,13,50,84.0,High Performer,5.6
EMP1118,43,Female,Engineering,Software Engineer,Graduate,21,113265,20.0,90.7,5,30,8.0,9,4.7,2,2,48,73.8,Average Performer,12.6
EMP1119,23,Male,Operations,Operations Associate,Graduate,1,44029,17.0,98.9,7,11,10.0,4,4.2,2,8,39,77.5,High Performer,5.0
EMP1120,36,Female,Engineering,Team Lead,Diploma,11,112387,22.0,90.3,9,6,8.0,5,,4,2,63,92.4,High Performer,5.0
EMP1121,42,Male,Operations,Operations Associate,Diploma,22,125840,23.0,82.5,10,21,5.0,8,4.9,5,10,84,81.2,High Performer,7.8
EMP1122,52,Male,Marketing,Content Strategist,Diploma,31,145322,34.0,86.1,12,4,5.0,8,4.2,1,6,77,98.0,High Performer,5.0
EMP1123,50,Female,HR,Recruiter,Postgraduate,24,124612,42.0,85.7,11,2,6.0,6,2.6,2,6,60,88.1,High Performer,5.0
EMP1124,40,Male,Finance,Accountant,Postgraduate,17,119754,45.0,80.6,11,25,6.0,6,1.3,0,8,92,80.8,High Performer,8.2
EMP1125,30,Female,Operations,Operations Associate,MBA,8,62337,28.0,85.4,6,21,6.0,6,3.5,0,0,68,63.7,Average Performer,6.8
EMP1126,22,Male,Sales,Sales Executive,Graduate,0,82526,52.0,93.6,2,16,7.0,6,3.1,2,3,54,73.6,Average Performer,7.3
EMP1127,57,Male,Support,Service Associate,Diploma,35,147517,34.0,87.4,14,19,5.0,7,4.1,0,2,93,87.8,High Performer,5.0
EMP1128,45,Male,Marketing,Marketing Manager,Graduate,25,128487,29.0,82.2,8,20,8.0,7,3.9,5,6,98,87.5,High Performer,6.4
EMP1129,23,Female,Engineering,Data Analyst,Graduate,2,87132,48.0,95.5,8,21,8.0,7,4.0,1,5,70,82.4,High Performer,5.0
EMP1130,52,Female,Sales,Account Manager,Postgraduate,29,167677,22.0,92.7,13,23,8.0,8,3.5,5,11,75,95.1,High Performer,5.0
EMP1131,46,Male,Sales,Account Manager,Graduate,22,148648,35.0,84.0,12,32,6.0,6,3.7,1,3,98,84.4,High Performer,8.7
EMP1132,55,Female,Engineering,Team Lead,Postgraduate,28,174546,58.0,93.4,13,25,6.0,8,4.8,0,8,89,98.0,High Performer,8.4
EMP1133,23,Female,Operations,Process Analyst,Postgraduate,0,49920,28.0,91.6,4,22,7.0,8,3.1,1,10,69,62.3,Average Performer,8.6
